#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Pantoea ananatis LMG 5342","LMG 5342",50800,SAMEA2272583 ,PRJEA78277,"Proteobacteria","Gammaproteobacteria",GCA_000283875.1 ,4.90814,53.2829,chromosome:NC_016816.1/HE617160.1; plasmid pPANA10:NC_016817.1/HE617161.1,-,2,4619,4406,2011/12/21,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/283/875/GCF_000283875.1_ASM28387v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/283/875/GCA_000283875.1_ASM28387v1
"Acinetobacter pittii","YMC2010/8/T346",21985,SAMN05827444 ,PRJNA352745,"Proteobacteria","Gammaproteobacteria",GCA_002012285.1 ,4.04582,38.8894,chromosome:NZ_CP017938.1/CP017938.1; plasmid unnamed1:NZ_CP017939.1/CP017939.1,-,2,3901,3691,2017/03/03,2017/03/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/285/GCF_002012285.1_ASM201228v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/012/285/GCA_002012285.1_ASM201228v1
"Brucella sp. 141012304","141012304",19921,SAMEA4378174 ,PRJEB15074,"Proteobacteria","Alphaproteobacteria",GCA_900095155.1 ,3.44238,57.1623,chromosome 1:NZ_LT605585.1/LT605585.1; chromosome 2:NZ_LT605586.1/LT605586.1,-,2,3438,3152,2016/10/13,2017/04/13,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/155/GCF_900095155.1_BR141012304v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/155/GCA_900095155.1_BR141012304v1
"Mesorhizobium ciceri biovar biserrulae","WSM1284",22620,SAMN04604739 ,PRJNA317273,"Proteobacteria","Alphaproteobacteria",GCA_001618845.1 ,6.88045,62.5149,chromosome:NZ_CP015064.1/CP015064.1; plasmid pMc1284:NZ_CP015065.1/CP015065.1,-,2,6690,6410,2016/04/12,2017/04/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/618/845/GCF_001618845.1_ASM161884v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/618/845/GCA_001618845.1_ASM161884v1
"Enterobacter asburiae","ATCC 35953",19671,SAMN03742638 ,PRJNA285282,"Proteobacteria","Gammaproteobacteria",GCA_001521715.1 ,4.80622,55.4279,chromosome:NZ_CP011863.1/CP011863.1; plasmid unnamed 1:NZ_CP011864.1/CP011864.1; plasmid unnamed 2:NZ_CP011865.1/CP011865.1; plasmid unnamed 3:NZ_CP011866.1/CP011866.1; plasmid unnamed 4:NZ_CP011867.1/CP011867.1,-,5,4879,4436,2016/01/21,2017/04/04,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/521/715/GCF_001521715.1_ASM152171v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/521/715/GCA_001521715.1_ASM152171v1
"Vibrio coralliilyticus","SNUTY-1",19633,SAMN06626869 ,PRJNA380034,"Proteobacteria","Gammaproteobacteria",GCA_002073995.1 ,5.84268,45.6306,chromosome I:NZ_CP020453.1/CP020453.1; chromosome II:NZ_CP020454.1/CP020454.1; plasmid pSNUTY1:NZ_CP020455.1/CP020455.1; plasmid pSNUTY2:NZ_CP020456.1/CP020456.1,-,4,5525,4316,2017/03/29,2017/04/11,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/995/GCF_002073995.1_ASM207399v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/995/GCA_002073995.1_ASM207399v1
"Vibrio alginolyticus","ZJ-T",50812,SAMN05271497 ,PRJNA326213,"Proteobacteria","Gammaproteobacteria",GCA_001679745.1 ,5.40609,44.6654,chromosome 1:NZ_CP016224.1/CP016224.1; chromosome 2:NZ_CP016225.1/CP016225.1,-,2,4968,4712,2016/07/05,2017/04/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/745/GCF_001679745.1_ASM167974v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/745/GCA_001679745.1_ASM167974v1
"Xanthomonas fuscans subsp. aurantifolii","1566",19487,SAMN03835495 ,PRJNA273983,"Proteobacteria","Gammaproteobacteria",GCA_001610915.1 ,4.96209,64.7699,chromosome:NZ_CP012002.1/CP012002.1; plasmid unnamed:NZ_CP012003.1/CP012003.1,-,2,4499,4027,2016/04/05,2017/06/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/915/GCF_001610915.1_ASM161091v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/610/915/GCA_001610915.1_ASM161091v1
"Achromobacter xylosoxidans","MN001",19442,SAMN03840637 ,PRJNA288995,"Proteobacteria","Betaproteobacteria",GCA_001051055.1 ,5.87605,67.7,chromosome:NZ_CP012046.1/CP012046.1,-,1,5342,5188,2015/07/09,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/051/055/GCF_001051055.1_ASM105105v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/051/055/GCA_001051055.1_ASM105105v1
"Klebsiella variicola","HKUOPLA",19672,SAMN03945398 ,PRJNA291549,"Proteobacteria","Gammaproteobacteria",GCA_001278905.1 ,5.09005,58,chromosome:NZ_CP012252.1/CP012252.1,-,1,5005,4771,2015/09/04,2017/02/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/905/GCF_001278905.1_ASM127890v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/278/905/GCA_001278905.1_ASM127890v1
"Serratia symbiotica str. 'Cinara cedri'","Cinara cedri",-,SAMN02604291 ,PRJNA32211,"Proteobacteria","Gammaproteobacteria",GCA_000238975.1 ,1.76276,29.2,chromosome:CP002295.1,-,1,772,672,2011/12/20,2014/01/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/238/975/GCF_000238975.1_ASM23897v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/975/GCA_000238975.1_ASM23897v1
"Aggregatibacter actinomycetemcomitans HK1651","HK1651",19709,SAMN02673418 ,PRJNA239703,"Proteobacteria","Gammaproteobacteria",GCA_000604045.1 ,2.1055,44.4,chromosome:NZ_CP007502.1/CP007502.1,-,1,2110,1888,2014/03/28,2017/04/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/604/045/GCF_000604045.1_ASM60404v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/604/045/GCA_000604045.1_ASM60404v1
"Pectobacterium carotovorum subsp. brasiliense","SX309",19680,SAMN06605957 ,PRJNA379343,"Proteobacteria","Gammaproteobacteria",GCA_002068115.1 ,4.9663,52.2,chromosome:NZ_CP020350.1/CP020350.1,-,1,4455,4252,2017/03/22,2017/03/24,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/068/115/GCF_002068115.1_ASM206811v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/068/115/GCA_002068115.1_ASM206811v1
"Variovorax paradoxus B4","B4",53755,SAMN02603275 ,PRJNA178088,"Proteobacteria","Betaproteobacteria",GCA_000463015.1 ,7.14852,67.1432,chromosome 1:NC_022247.1/CP003911.1; chromosome 2:NC_022234.1/CP003912.1,-,2,6778,6565,2013/08/30,2017/04/02,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/463/015/GCF_000463015.1_ASM46301v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/463/015/GCA_000463015.1_ASM46301v1
"Yersinia ruckeri","NHV_3758",19682,SAMN07594326 ,PRJNA401093,"Proteobacteria","Gammaproteobacteria",GCA_002442495.1 ,3.7667,47.6,chromosome:NZ_CP023184.1/CP023184.1,-,1,3465,3255,2017/10/04,2017/10/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/495/GCF_002442495.1_ASM244249v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/495/GCA_002442495.1_ASM244249v1
"Candidatus Liberibacter asiaticus str. Ishi-1","Ishi-1",19751,SAMD00000555 ,PRJDB1752,"Proteobacteria","Alphaproteobacteria",GCA_000829355.1 ,1.19085,36.3,chromosome:NZ_AP014595.1/AP014595.1,-,1,1078,1004,2014/08/02,2017/04/17,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/355/GCF_000829355.1_ASM82935v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/355/GCA_000829355.1_ASM82935v1
"Escherichia albertii","CB9786",19668,SAMD00026629 ,PRJDB3047,"Proteobacteria","Gammaproteobacteria",GCA_002285475.1 ,4.59898,49.8,chromosome:NZ_AP014856.1/AP014856.1,-,1,4676,4365,2015/11/06,2017/09/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/475/GCF_002285475.1_ASM228547v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/475/GCA_002285475.1_ASM228547v1
"Edwardsiella tarda","KC-Pc-HB1",19664,SAMN07695532 ,PRJNA412107,"Proteobacteria","Gammaproteobacteria",GCA_002504285.1 ,3.72017,57.184,chromosome:NZ_CP023706.1/CP023706.1; plasmid pEh-Pc1:NZ_CP023707.1/CP023707.1,-,2,3461,3271,2017/10/10,2017/10/12,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/504/285/GCF_002504285.1_ASM250428v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/285/GCA_002504285.1_ASM250428v1
"Arcobacter butzleri","NCTC 12481",19281,SAMEA4475700 ,PRJEB6403,"Proteobacteria","delta/epsilon subdivisions",GCA_900187115.1 ,2.34761,27.1,chromosome 1:NZ_LT906455.1/LT906455.1,-,1,2333,2253,2017/08/15,2017/08/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/187/115/GCF_900187115.1_51699_F01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/187/115/GCA_900187115.1_51699_F01
"Burkholderia ubonensis","MSMB0783",19466,SAMN03449272 ,PRJNA279182,"Proteobacteria","Betaproteobacteria",GCA_001718695.1 ,6.68485,67.3186,chromosome 1:NZ_CP013420.1/CP013420.1; chromosome 2:NZ_CP013422.1/CP013422.1; chromosome 3:NZ_CP013421.1/CP013421.1,-,3,6093,5597,2016/09/02,2017/03/28,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/695/GCF_001718695.1_ASM171869v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/695/GCA_001718695.1_ASM171869v1
"Pseudomonas mendocina","MAE1-K",19540,SAMN07680256 ,PRJNA408197,"Proteobacteria","Gammaproteobacteria",GCA_002442555.1 ,5.15772,64.5,chromosome:NZ_CP023641.1/CP023641.1,-,1,4838,4673,2017/10/04,2017/10/07,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/442/555/GCF_002442555.1_ASM244255v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/442/555/GCA_002442555.1_ASM244255v1
"Candidatus Carsonella ruddii HC isolate Thao2000","HC",-,SAMN02604335 ,PRJNA165187,"Proteobacteria","Gammaproteobacteria",GCA_000287275.1 ,0.166163,14.2,chromosome:CP003543.1,-,1,223,192,2012/08/13,2014/01/31,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/275/GCF_000287275.1_ASM28727v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/275/GCA_000287275.1_ASM28727v1
"Granulibacter bethesdensis","NIH2.1",19785,SAMN03081435 ,PRJNA68629,"Proteobacteria","Alphaproteobacteria",GCA_000576185.2 ,2.74267,59,chromosome:NZ_CP003183.2/CP003183.2,-,1,2517,2429,2014/02/20,2017/09/04,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/576/185/GCF_000576185.2_ASM57618v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/185/GCA_000576185.2_ASM57618v2
"Pseudomonas stutzeri DSM 4166","DSM 4166",19549,SAMN02603042 ,PRJNA63543,"Proteobacteria","Gammaproteobacteria",GCA_000195105.1 ,4.68995,64,chromosome:NC_017532.1/CP002622.1,-,1,4427,4252,2011/04/05,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/105/GCF_000195105.1_ASM19510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/105/GCA_000195105.1_ASM19510v1
"Aeromonas hydrophila YL17","YL17",19619,SAMN02713488 ,PRJNA234473,"Proteobacteria","Gammaproteobacteria",GCA_000612075.2 ,4.79628,61.6,chromosome:NZ_CP007518.2/CP007518.2,-,1,4392,4169,2014/04/02,2017/04/04,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/075/GCF_000612075.2_ASM61207v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/612/075/GCA_000612075.2_ASM61207v2
"Moraxella catarrhalis","FDAARGOS_213",19514,SAMN04875550 ,PRJNA231221,"Proteobacteria","Gammaproteobacteria",GCA_002073215.1 ,1.90792,41.6,chromosome:NZ_CP020400.1/CP020400.1,-,1,1768,1607,2017/03/29,2017/04/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/073/215/GCF_002073215.1_ASM207321v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/073/215/GCA_002073215.1_ASM207321v1
"Enterobacter cloacae subsp. cloacae ENHKU01","ENHKU01",19671,SAMN02603959 ,PRJNA170442,"Proteobacteria","Gammaproteobacteria",GCA_000286275.1 ,4.72658,55.1,chromosome:NC_018405.1/CP003737.1,-,1,4567,4326,2012/08/10,2017/03/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/286/275/GCF_000286275.1_ASM28627v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/286/275/GCA_000286275.1_ASM28627v1
"Gluconobacter oxydans","1.637",19787,SAMN05257049 ,PRJNA326036,"Proteobacteria","Alphaproteobacteria",GCA_001680825.1 ,3.60642,56.2,chromosome:NZ_CP016328.1/CP016328.1,-,1,3345,3174,2016/07/07,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/680/825/GCF_001680825.1_ASM168082v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/680/825/GCA_001680825.1_ASM168082v1
"Cronobacter sakazakii SP291","Sp291",19678,SAMN02604116 ,PRJNA62201,"Proteobacteria","Gammaproteobacteria",GCA_000339015.1 ,4.51878,56.8162,chromosome:NC_020260.1/CP004091.1; plasmid pSP291-1:NC_020263.1/CP004092.1; plasmid pSP291-2:NC_020261.1/CP004093.1; plasmid pSP291-3:NC_020262.1/CP004094.1,-,4,4394,4165,2013/02/11,2017/04/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/339/015/GCF_000339015.1_ASM33901v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/339/015/GCA_000339015.1_ASM33901v1
"Klebsiella oxytoca","CAV1099",50789,SAMN03733663 ,PRJNA246471,"Proteobacteria","Gammaproteobacteria",GCA_001022295.1 ,6.63054,54.6975,chromosome:NZ_CP011597.1/CP011597.1; plasmid pCAV1099-111:NZ_CP011594.1/CP011594.1; plasmid pCAV1099-114:NZ_CP011596.1/CP011596.1; plasmid pCAV1099-5410:NZ_CP011592.1/CP011592.1; plasmid pCAV1099-69:NZ_CP011593.1/CP011593.1; plasmid pKPC_CAV1099:NZ_CP011595.1/CP011595.1,-,6,6522,6232,2015/06/09,2017/02/21,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/022/295/GCF_001022295.1_ASM102229v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/022/295/GCA_001022295.1_ASM102229v1
"Proteus mirabilis","AOUC-001",19653,SAMN04849770 ,PRJNA318385,"Proteobacteria","Gammaproteobacteria",GCA_001640985.1 ,4.27243,39.4,chromosome:NZ_CP015347.1/CP015347.1,-,1,4123,3882,2016/05/09,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/640/985/GCF_001640985.1_ASM164098v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/640/985/GCA_001640985.1_ASM164098v1
"Campylobacter lari CCUG 22395","CCUG 22395",19267,SAMN03248543 ,PRJNA215648,"Proteobacteria","delta/epsilon subdivisions",GCA_000816385.2 ,1.52303,29.9,chromosome:NZ_CP007776.2/CP007776.2,-,1,1555,1479,2015/01/07,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/385/GCF_000816385.2_ASM81638v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/385/GCA_000816385.2_ASM81638v2
"Campylobacter coli RM1875","RM1875",51038,SAMN02743856 ,PRJNA162955,"Proteobacteria","delta/epsilon subdivisions",GCA_000583755.1 ,1.85872,31.0956,chromosome:NZ_CP007183.1/CP007183.1; plasmid pRM1875_2.4kb:NZ_CP007185.1/CP007185.1; plasmid pRM1875_3.3kb:NZ_CP007186.1/CP007186.1; plasmid pRM1875_3.4kbp:NZ_CP007187.1/CP007187.1; plasmid pRM1875_35kb:NZ_CP007184.1/CP007184.1,-,5,1965,1835,2014/03/03,2017/03/16,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/583/755/GCF_000583755.1_ASM58375v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/583/755/GCA_000583755.1_ASM58375v1
"Burkholderia vietnamiensis","HI2297",19463,SAMN03449410 ,PRJNA279182,"Proteobacteria","Betaproteobacteria",GCA_001718815.1 ,6.76453,67.0926,chromosome 1:NZ_CP013439.1/CP013439.1; chromosome 2:NZ_CP013440.1/CP013440.1; chromosome 3:NZ_CP013441.1/CP013441.1,-,3,6154,5825,2016/09/02,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/718/815/GCF_001718815.1_ASM171881v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/718/815/GCA_001718815.1_ASM171881v1
"Burkholderia sp. YI23","YI23",19458,SAMN02603681 ,PRJNA74517,"Proteobacteria","Betaproteobacteria",GCA_000236065.1 ,8.89641,63.2554,chromosome 1:NC_016589.1/CP003087.1; chromosome 2:NC_016625.1/CP003088.1; chromosome 3:NC_016590.1/CP003089.1; plasmid byi_1p:NC_016626.1/CP003090.1; plasmid byi_2p:NC_016591.1/CP003091.1; plasmid byi_3p:NC_016592.1/CP003092.1,-,6,8362,8112,2011/11/22,2017/05/18,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/065/GCF_000236065.1_ASM23606v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/236/065/GCA_000236065.1_ASM23606v1
"Serratia marcescens SM39","SM39",21231,SAMD00061009 ,PRJDB1121,"Proteobacteria","Gammaproteobacteria",GCA_000828775.1 ,5.32602,59.7258,chromosome:NZ_AP013063.1/AP013063.1; plasmid pSMC1:NZ_AP013064.1/AP013064.1; plasmid pSMC2:NZ_AP013065.1/AP013065.1,-,3,5091,4913,2014/01/10,2017/03/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/775/GCF_000828775.1_ASM82877v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/775/GCA_000828775.1_ASM82877v1
"Mannheimia haemolytica D174","D174",19695,SAMN02056364 ,PRJNA194567,"Proteobacteria","Gammaproteobacteria",GCA_000422095.1 ,2.7022,41.1,chromosome:NC_021739.1/CP006574.1,-,1,2791,2610,2013/07/11,2017/04/01,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/095/GCF_000422095.1_ASM42209v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/095/GCA_000422095.1_ASM42209v1
"Bartonella henselae","MVT02",22668,SAMEA3511177 ,PRJEB5996,"Proteobacteria","Alphaproteobacteria",GCA_001291465.1 ,1.90538,38.2,chromosome I:NZ_LN879429.1/LN879429.1,-,1,1706,1505,2015/09/11,2017/04/10,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/291/465/GCF_001291465.1_Bartonella_henselae_MVT02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/291/465/GCA_001291465.1_Bartonella_henselae_MVT02
"Salmonella bongori serovar 66:z41:- str. SA19983605","SA19983605",19669,SAMN04160809 ,PRJNA177621,"Proteobacteria","Gammaproteobacteria",GCA_002211925.1 ,4.46896,51.3,chromosome:NZ_CP022120.1/CP022120.1,-,1,4393,4075,2017/06/30,2017/07/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/925/GCF_002211925.1_ASM221192v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/925/GCA_002211925.1_ASM221192v1
"Anaplasma phagocytophilum str. Norway variant2","Norway variant2",19938,SAMN02647161 ,PRJNA217033,"Proteobacteria","Alphaproteobacteria",GCA_000689635.2 ,1.5452,41.7,chromosome:NZ_CP015376.1/CP015376.1,-,1,1195,1075,2016/05/03,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/689/635/GCF_000689635.2_ASM68963v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/689/635/GCA_000689635.2_ASM68963v2
"Yersinia enterocolitica","WA",21108,SAMN03010445 ,PRJNA240087,"Proteobacteria","Gammaproteobacteria",GCA_000834195.1 ,4.61541,47.2466,chromosome:NZ_CP009367.1/CP009367.1; plasmid unnamed:NZ_CP009366.1/CP009366.1,-,2,4349,4065,2015/02/09,2017/03/25,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/834/195/GCF_000834195.1_ASM83419v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/834/195/GCA_000834195.1_ASM83419v1
"[Haemophilus] ducreyi","VAN3",22634,SAMN04632441 ,PRJNA318024,"Proteobacteria","Gammaproteobacteria",GCA_001647735.1 ,1.6671,38.1,chromosome:NZ_CP015426.1/CP015426.1,-,1,1639,1475,2016/05/19,2017/04/05,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/735/GCF_001647735.1_ASM164773v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/735/GCA_001647735.1_ASM164773v1
"Bordetella pertussis 18323","18323",19440,SAMEA2272749 ,PRJEB144,"Proteobacteria","Betaproteobacteria",GCA_000306945.1 ,4.04385,67.7,chromosome:NC_018518.1/HE965805.1,-,1,3896,3533,2012/08/20,2017/03/23,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/306/945/GCF_000306945.1_ASM30694v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/945/GCA_000306945.1_ASM30694v1
"Bordetella bronchiseptica","S798",19440,SAMD00000333 ,PRJDB1669,"Proteobacteria","Betaproteobacteria",GCA_000829175.1 ,5.19171,68.2,chromosome:NZ_AP014582.1/AP014582.1,-,1,4891,4796,2014/04/18,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/175/GCF_000829175.1_ASM82917v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/829/175/GCA_000829175.1_ASM82917v1
"Sinorhizobium meliloti SM11","SM11",19908,SAMN02603056 ,PRJNA41117,"Proteobacteria","Alphaproteobacteria",GCA_000218265.1 ,7.17374,62.0625,chromosome:NC_017325.1/CP001830.1; plasmid pSmeSM11c:NC_017327.1/CP001831.1; plasmid pSmeSM11d:NC_017326.1/CP001832.1,-,3,7327,6786,2011/06/14,2017/05/19,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/218/265/GCF_000218265.1_ASM21826v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/218/265/GCA_000218265.1_ASM21826v1
"Providencia stuartii","BE2467",19654,SAMN05629093 ,PRJNA340005,"Proteobacteria","Gammaproteobacteria",GCA_001888205.1 ,4.60749,41.7819,chromosome:NZ_CP017054.1/CP017054.1; plasmid pPS1:NZ_CP017055.1/CP017055.1; plasmid pPS2:NZ_CP017056.1/CP017056.1,-,3,4398,4136,2016/12/02,2017/04/06,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/205/GCF_001888205.1_ASM188820v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/888/205/GCA_001888205.1_ASM188820v1
"Brucella melitensis M5-90","M5-90",19921,SAMN02603654 ,PRJNA42891,"Proteobacteria","Alphaproteobacteria",GCA_000192885.1 ,3.31223,57.2358,chromosome I:NC_017246.1/CP001851.1; chromosome II:NC_017247.1/CP001852.1,-,2,3381,3124,2011/03/22,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/192/885/GCF_000192885.1_ASM19288v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/192/885/GCA_000192885.1_ASM19288v1
"Caulobacter vibrioides","CB2",19818,SAMN06927532 ,PRJNA386178,"Proteobacteria","Alphaproteobacteria",GCA_002310295.1 ,4.12362,67.2,chromosome:NZ_CP023313.1/CP023313.1,-,1,4001,3815,2017/09/18,2017/09/20,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/295/GCF_002310295.1_ASM231029v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/295/GCA_002310295.1_ASM231029v1
"Francisella philomiragia","GA01-2794",19496,SAMN03024266 ,PRJNA260381,"Proteobacteria","Gammaproteobacteria",GCA_000833255.1 ,2.15205,32.3925,chromosome:NZ_CP009440.1/CP009440.1; plasmid unnamed:NZ_CP009441.1/CP009441.1,-,2,2082,2008,2015/02/06,2017/04/03,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/833/255/GCF_000833255.1_ASM83325v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/833/255/GCA_000833255.1_ASM83325v1
"Pasteurella multocida subsp. multocida str. HN06","HN06",19706,SAMN02603325 ,PRJNA80883,"Proteobacteria","Gammaproteobacteria",GCA_000255915.1 ,2.40758,40.2163,chromosome:NC_017027.1/CP003313.1; plasmid unnamed:NC_017035.1/CP003314.1,-,2,2323,2208,2012/03/23,2017/03/30,Complete Genome,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/255/915/GCF_000255915.1_ASM25591v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/255/915/GCA_000255915.1_ASM25591v1
